gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction
DPYSL2,-1.5380612511161154,-14.732228243258701,2.527123870285513e-24,10.116261842965518,11.654323094081633,1.8561999514624298e-22,True,Downregulated in Tumor
EIF2AK1,0.871681819540111,13.839685257302536,3.1078572764179093e-24,10.933198799948274,10.061516980408163,2.270415734637192e-22,False,Not Significant
FERMT2,-1.2747245339581301,-13.250356110950868,3.999300931873111e-24,9.631361030327586,10.906085564285716,2.905943660981994e-22,True,Downregulated in Tumor
WFDC1,-1.287297295514076,-13.420478639566678,4.1065825302325406e-24,8.366109744465517,9.653407039979593,2.9602181629702056e-22,True,Downregulated in Tumor
FAM65A,-0.5183627200914849,-13.428985454409798,4.117802550043645e-24,10.536485218275862,11.054847938367347,2.9602181629702056e-22,False,Not Significant
CD97,-1.1719399350045734,-13.23025692613377,4.2011972287172725e-24,8.379391353913793,9.551331288918366,3.0041894468843353e-22,True,Downregulated in Tumor
MDK,1.8202872279722024,14.277126140173277,5.052055590772514e-24,8.949696133706897,7.129408905734695,3.5837095466805716e-22,True,Upregulated in Tumor
CYP4B1,-3.709796398905346,-14.519849627206765,5.0646579609026204e-24,7.032192967706897,10.741989366612243,3.5837095466805716e-22,True,Downregulated in Tumor
CBX7,-1.2299555470070374,-13.265926643453156,5.671481388755399e-24,8.717949057482759,9.947904604489796,3.992191196303605e-22,True,Downregulated in Tumor
GMFG,-1.2310454665154822,-13.340465563454966,6.491673808346841e-24,8.354906425362069,9.585951891877551,4.545853446622154e-22,True,Downregulated in Tumor
HBA1 /// HBA2,-2.6515130033268814,-13.17028121824382,6.728890920214098e-24,10.62536159422414,13.276874597551021,4.671652823659293e-22,True,Downregulated in Tumor
SYNPO,-1.0301871068244193,-13.265200123895717,6.740453574647149e-24,8.894011265155173,9.924198371979593,4.671652823659293e-22,True,Downregulated in Tumor
LRRC36,-1.1718248103976068,-14.133025085765409,7.222034462380381e-24,7.671101594275862,8.842926404673468,4.979887538728105e-22,True,Downregulated in Tumor
GNAQ,-0.8452367975545361,-13.309688971576659,7.46114452658804e-24,10.483469552241381,11.328706349795917,5.118648135880068e-22,False,Not Significant
HBB,-2.5769893716460253,-13.266614253088962,8.374862144465132e-24,10.441595446517242,13.018584818163268,5.716477872850821e-22,True,Downregulated in Tumor
LRRC32,-1.1420089508423654,-14.670151577577673,8.456791162846415e-24,9.190794858586205,10.33280380942857,5.743393596274838e-22,True,Downregulated in Tumor
CLEC1A,-0.7031794468370878,-13.11599241822506,9.305311793013191e-24,7.682689426224138,8.385868873061225,6.288064444128664e-22,False,Not Significant
EPB41L2,-1.0922737702216754,-13.230484831731513,9.369795275534225e-24,8.313155083206896,9.405428853428571,6.300138465116669e-22,True,Downregulated in Tumor
GFPT1,1.3410438688701607,13.065946667072861,9.567436044373982e-24,9.723166891706896,8.382123022836735,6.401183076223484e-22,True,Upregulated in Tumor
PYCR1,0.868553910468683,13.032635172739647,1.1279730480833247e-23,8.725546685448275,7.8569927749795925,7.509633371845386e-22,False,Not Significant
P2RY14,-1.4921765255084436,-13.147436419873339,1.1911370706088389e-23,6.0628520468793115,7.555028572387755,7.891283092783557e-22,True,Downregulated in Tumor
HYAL1,-1.3357279032090066,-13.257648238630043,1.2367994898371363e-23,7.712145772137932,9.047873675346938,8.153826880560437e-22,True,Downregulated in Tumor
TENC1,-0.9780465939141472,-13.234879614940796,1.2786229303027428e-23,8.531039061310343,9.50908565522449,8.388635389826004e-22,False,Not Significant
GSTM5,-0.5859422597420849,-13.370360590518278,1.3283427215086952e-23,8.929349437706895,9.51529169744898,8.672730377386482e-22,False,Not Significant
FGFR4,-0.9503099675939479,-13.728581842953957,1.396260780100233e-23,6.814427157344827,7.764737124938775,9.072338674545506e-22,False,Not Significant
COL10A1,1.951116687305067,13.949441069140807,1.4360044598471437e-23,9.341930281672415,7.390813594367348,9.285933145853659e-22,True,Upregulated in Tumor
MYH10,-1.406824357139687,-12.947066152488247,1.7708381801433287e-23,10.11516637898276,11.521990736122447,1.1396608573636708e-21,True,Downregulated in Tumor
PDE2A,-0.9560247744764263,-13.138159060010784,1.983087267151323e-23,7.817467236482758,8.773492010959185,1.2702096879407644e-21,False,Not Significant
NEDD4L,-1.4564908379282198,-12.894581922827731,2.3980489082683668e-23,8.322346714275863,9.778837552204083,1.524790901532194e-21,True,Downregulated in Tumor
CACNA2D2,-2.095113993149191,-13.059107709816935,2.414393288404658e-23,8.300803063034483,10.395917056183674,1.524790901532194e-21,True,Downregulated in Tumor
EML1,-1.2070373092044333,-13.341179830147393,2.4133937654210987e-23,6.616436309224138,7.823473618428571,1.524790901532194e-21,True,Downregulated in Tumor
LRRC59,0.799676148453905,12.898442175203675,2.879583058197829e-23,10.283027093862069,9.483350945408164,1.8101193037927283e-21,False,Not Significant
SFTPD,-2.716626497387402,-13.288147580726696,3.314775366180878e-23,9.868866142775861,12.585492640163263,2.074036531200674e-21,True,Downregulated in Tumor
C1orf115,-1.3038969963525684,-12.820598227851669,3.87498646502987e-23,8.006388607586207,9.310285603938775,2.4133844274137653e-21,True,Downregulated in Tumor
WDR12,0.8338342346189282,13.549921571354606,4.8984766559592854e-23,9.280029469741377,8.446195235122449,3.0368308259307225e-21,False,Not Significant
CRTAC1,-1.2059715414123842,-12.997814814790143,5.1946338115686075e-23,7.988783264689656,9.19475480610204,3.205729496043367e-21,True,Downregulated in Tumor
PCDH12,-0.8516983257927508,-13.843573523545595,6.570423530653438e-23,7.811608166982759,8.66330649277551,4.0363306371264194e-21,False,Not Significant
CAPN3,-1.1803781986857853,-12.7558692576098,7.503676124472685e-23,7.172278291844828,8.352656490530613,4.588786553042911e-21,True,Downregulated in Tumor
AQP4,-2.2656309617174513,-12.70864717366128,7.785755648308283e-23,6.939286952017242,9.204917913734693,4.7398417831930834e-21,True,Downregulated in Tumor
PDIA4,1.1727924690158353,12.746919465402357,7.879643426981628e-23,9.845685283913793,8.672892814897958,4.77548793343752e-21,True,Upregulated in Tumor
SYNC,-1.1718750869380719,-13.351188698713726,7.977039682789844e-23,5.246287468551724,6.418162555489796,4.812932647897533e-21,True,Downregulated in Tumor
HN1L,0.9482070277399721,12.674440468650218,8.633839690708821e-23,10.32737898863793,9.379171960897958,5.186059707552431e-21,False,Not Significant
GREM1,2.548362735743842,14.115274668413745,8.974832893811832e-23,8.418867505172413,5.870504769428571,5.367029493799421e-21,True,Upregulated in Tumor
GNG11,-1.7134996879366655,-13.100697367458135,9.521553153550057e-23,7.619085468655171,9.332585156591836,5.6688894656488556e-21,True,Downregulated in Tumor
SLC39A8,-1.9626415486576345,-12.593783237342203,1.0563543785961772e-22,9.016556186913794,10.979197735571429,6.245088822528073e-21,True,Downregulated in Tumor
SOX4,1.3518135132783247,12.588125232812496,1.0581763524668359e-22,11.027916316706897,9.676102803428572,6.245088822528073e-21,True,Upregulated in Tumor
SDPR,-2.2591125681185797,-13.705718186405878,1.1213729132130275e-22,6.797724324534482,9.056836892653061,6.589284748727855e-21,True,Downregulated in Tumor
LAMP3,-2.225596649834621,-12.95129170621302,1.1369766830341055e-22,9.708201083655172,11.933797733489794,6.652051892296942e-21,True,Downregulated in Tumor
ALDH18A1,0.9166028718916248,12.573176826699704,1.2293332972057917e-22,9.476166701034483,8.559563829142858,7.161396341265635e-21,False,Not Significant
STOM,-1.0603312786773404,-13.393911882165426,1.2369356759542577e-22,10.557069768465517,11.617401047142858,7.174757794215361e-21,True,Downregulated in Tumor
TBX3,-1.5572290759845178,-13.669186603581997,1.364427212875768e-22,7.248679304137932,8.80590838012245,7.880441787186327e-21,True,Downregulated in Tumor
THBS2,2.0864912222255434,12.737852660993715,1.4362871803625697e-22,11.097282695327586,9.010791473102042,8.260179252170269e-21,True,Upregulated in Tumor
PRDX4,1.2599612379218872,12.66564192113015,1.5244517394870435e-22,10.745821099758622,9.485859861836735,8.73007002507093e-21,True,Upregulated in Tumor
PRKCH,-0.9939703648265308,-12.566762014271488,1.5438765961032302e-22,9.0112538725,10.00522423732653,8.804005146132978e-21,False,Not Significant
CLIC3,-2.0325929938676977,-12.737470186353669,1.5578460374507627e-22,6.716350482724139,8.748943476591837,8.846339998381117e-21,True,Downregulated in Tumor
TPBG,1.2906120891315975,13.099494676385119,1.5672072394641307e-22,10.275303887172415,8.984691798040817,8.862261858308672e-21,True,Upregulated in Tumor
GDF10,-1.147620646530262,-12.88661599158885,1.6358841665963648e-22,7.329778878775862,8.477399525306124,9.196917005680287e-21,True,Downregulated in Tumor
BCHE,-1.6519785674229421,-13.507164016687039,1.6399977790373283e-22,5.911182868413794,7.5631614358367365,9.196917005680287e-21,True,Downregulated in Tumor
CLDN22 /// WWC2,-1.4140074710161876,-13.303203079317404,1.881225964594565e-22,6.923286898310344,8.337294369326532,1.0473017083653387e-20,True,Downregulated in Tumor
CRIM1 /// LOC101929500,-1.4755052371294877,-12.804971665365576,1.8830507963949488e-22,8.106958739482758,9.582463976612246,1.0473017083653387e-20,True,Downregulated in Tumor
PPAP2B,-1.2937545993212538,-12.493076206642302,1.907608613218542e-22,10.34281140863793,11.636566007959184,1.0566119019528113e-20,True,Downregulated in Tumor
CDH19,-0.8208892724739627,-12.95686968062851,1.921601715584075e-22,5.0621204909137925,5.883009763387755,1.0600182524946439e-20,False,Not Significant
SEMA5A,-1.1499236626027445,-13.905917410798962,2.1487535807496125e-22,7.695586257948276,8.84550992055102,1.1805042538142688e-20,True,Downregulated in Tumor
SH3BP5,-1.015699175026393,-12.545315389071325,2.198246344169426e-22,9.374977978810342,10.390677153836736,1.2028056413542426e-20,True,Downregulated in Tumor
CBFA2T3,-0.9378638948399018,-12.838356881660866,2.2334847223639326e-22,6.484307329017241,7.422171223857143,1.2122709246083755e-20,False,Not Significant
PTGDS,-1.6466997496959905,-12.704729800713613,2.23191379875813e-22,10.370418962344827,12.017118712040817,1.2122709246083755e-20,True,Downregulated in Tumor
ABCA3,-2.0960637168620693,-12.426649938793755,2.417317837740907e-22,8.360294830137931,10.456358547,1.3068020230827344e-20,True,Downregulated in Tumor
UPK3B,-2.7063124879591847,-14.910238371406699,2.759291409070397e-22,5.87485109,8.581163577959185,1.4857300156807336e-20,True,Downregulated in Tumor
KANK3,-1.089514671573891,-14.303733543507592,2.948661202069681e-22,6.946532290568966,8.036046962142857,1.5813950851576086e-20,True,Downregulated in Tumor
PLLP,-1.3292609830084459,-12.382581316744917,2.9920528698659533e-22,8.18461539837931,9.513876381387757,1.5983238947129787e-20,True,Downregulated in Tumor
PCDH17,-1.4214257810397601,-13.08755036412321,3.1857937920409775e-22,8.944781897327587,10.366207678367347,1.6951182322611738e-20,True,Downregulated in Tumor
LINC00312,-1.1686362356168187,-13.480122665561368,3.2850442139726336e-22,7.760416168913793,8.929052404530612,1.741073433405496e-20,True,Downregulated in Tumor
NDRG2,-0.9141030720102066,-13.069548626280945,3.5324950130448143e-22,9.247395039499999,10.161498111510205,1.8649089883320573e-20,False,Not Significant
STARD8,-0.6626624369405345,-12.736530907687095,3.8887117700622897e-22,8.25609695712069,8.918759394061224,2.044978193478282e-20,False,Not Significant
ZNF423,-1.1207176185052763,-12.35983373310997,4.170019821852256e-22,6.800653798862069,7.921371417367346,2.1844115462144668e-20,True,Downregulated in Tumor
MT1M,-2.5505701211766363,-12.776271886986146,4.356563785762345e-22,7.237603533517242,9.788173654693878,2.2733189021072623e-20,True,Downregulated in Tumor
KLC1,-0.8229581540218174,-12.306633622077907,4.447419402198404e-22,8.92478608989655,9.747744243918367,2.3118028161812088e-20,False,Not Significant
ELMO1,-0.7273662467195638,-12.570261842551348,4.513187809613005e-22,8.037302733362068,8.764668980081632,2.3370012738283432e-20,False,Not Significant
MRPL12,0.8109664767494706,12.472191938835827,5.203978825604176e-22,8.981569505586204,8.170603028836734,2.68441884839849e-20,False,Not Significant
PALMD,-1.2949087473296972,-12.591652239962734,5.891836766415682e-22,6.662145279017241,7.957054026346938,3.027687220460378e-20,True,Downregulated in Tumor
DENND2A,-0.5353041590460936,-12.448154903262859,5.954002184306459e-22,7.124357899362069,7.659662058408163,3.048043163670523e-20,False,Not Significant
ANKS1A,-0.9263689466745255,-12.220438588946848,7.018328707613787e-22,8.277262687672414,9.203631634346939,3.579347640883031e-20,False,Not Significant
KL,-1.2199496986062623,-13.670456428708478,7.061960186325643e-22,5.083151193189656,6.303100891795919,3.588059846548536e-20,True,Downregulated in Tumor
CD302 /// LY75 /// LY75-CD302,-1.5372717807677674,-12.975007650467937,7.563582476426771e-22,8.628842806068967,10.166114586836734,3.828532478236247e-20,True,Downregulated in Tumor
ACACB,-0.5941092309229399,-12.759336080805369,8.145991758662993e-22,7.406662533913795,8.000771764836735,4.1031794350790396e-20,False,Not Significant
GATA2,-1.3531033895964129,-13.764192681147437,8.166890625499532e-22,6.948398561913793,8.301501951510206,4.1031794350790396e-20,True,Downregulated in Tumor
RGN,-0.8429141520168901,-12.244460467342646,8.277709342397984e-22,8.82133323775862,9.664247389775511,4.143453398611435e-20,False,Not Significant
GPC3,-1.9216964782934545,-12.181540110501889,8.363000689724087e-22,7.304359642931035,9.22605612122449,4.170699421462031e-20,True,Downregulated in Tumor
ARRB1,-0.8915089094183646,-13.130124619409788,8.920332823519812e-22,9.2249011685,10.116410077918365,4.432290371686407e-20,False,Not Significant
CPB2,-2.139653671284309,-13.207959684510334,9.196435313505086e-22,7.285516339103447,9.425170010387756,4.552740778828617e-20,True,Downregulated in Tumor
SELP,-0.8860676324999996,-13.144059846408993,9.415858333945204e-22,8.668461087499999,9.554528719999999,4.644354940995235e-20,False,Not Significant
DNASE1L3,-1.3049662782350442,-13.439038945153829,1.0150298519769328e-21,6.2149906257241385,7.519956903959183,4.9884103452611805e-20,True,Downregulated in Tumor
AK2,0.6556368580066838,12.867434190182186,1.1187482849055039e-21,9.740229073741379,9.084592215734695,5.447551060859913e-20,False,Not Significant
IL33,-1.7133341832498248,-12.129137210325432,1.120546944076253e-21,5.87522921013793,7.588563393387755,5.447551060859913e-20,True,Downregulated in Tumor
KIAA0101,1.684844158459887,12.15376172433458,1.1144655700633598e-21,9.938721115051726,8.253876956591839,5.447551060859913e-20,True,Upregulated in Tumor
NPM3,0.7925907565795205,12.396900838194956,1.1303769216894369e-21,8.602193959844827,7.809603203265307,5.475643045388079e-20,False,Not Significant
C1orf106,1.357212106183674,13.124970227982676,1.1442355835733997e-21,9.868489165000002,8.511277058816328,5.522979968569463e-20,True,Upregulated in Tumor
SLCO2A1,-1.546276136333569,-12.443429599270452,1.2068196636200792e-21,8.665518757482758,10.211794893816327,5.804330161503691e-20,True,Downregulated in Tumor
PTPRM,-0.9432847225809287,-12.312208299118813,1.2687869019651437e-21,8.805752566051725,9.749037288632653,6.080728716332949e-20,False,Not Significant
DST,-1.342060475974316,-12.21727422766584,1.3618835514279433e-21,9.59299207163793,10.935052547612246,6.503836112208006e-20,True,Downregulated in Tumor
KAZN,-1.2196900681579859,-12.153947781645629,1.3838375671404272e-21,8.054719844637932,9.274409912795917,6.585410112641857e-20,True,Downregulated in Tumor
CDO1,-1.3151277502237857,-13.687322875186055,1.5847552320570851e-21,6.152342723551724,7.46747047377551,7.515076126754914e-20,True,Downregulated in Tumor
PKIG,-1.0749443963708654,-12.170514842467849,1.6396939935861181e-21,9.165692199241379,10.240636595612244,7.748414099061673e-20,True,Downregulated in Tumor
HMGA1,1.278782938865941,12.779636997185452,1.6534195939167546e-21,9.988475765396553,8.709692826530611,7.786050805499978e-20,True,Upregulated in Tumor
SPAG4,1.2576122391460238,12.319359532105194,1.6646213876475523e-21,7.854451971982758,6.5968397328367345,7.811582657658566e-20,True,Upregulated in Tumor
OR7E47P,-0.7657998441995062,-12.607982913678091,1.7071340386924355e-21,8.492977332086207,9.258777176285713,7.983362122120507e-20,False,Not Significant
SEC14L1,-0.864883072779735,-12.032753844572074,1.7640412600773692e-21,10.421498650689655,11.28638172346939,8.221040562050222e-20,False,Not Significant
RAMP3,-1.897755082733637,-14.71143238379141,1.8555391132215304e-21,8.544794807327587,10.442549890061224,8.617735778415459e-20,True,Downregulated in Tumor
CP,2.2840914653958473,12.861323248351926,2.009766260497581e-21,10.200853012844826,7.916761547448979,9.3020517159674e-20,True,Upregulated in Tumor
MRPL3,0.9912265205109083,12.018336292261832,2.0372186247745386e-21,10.955958321551725,9.964731801040816,9.396931642944672e-20,False,Not Significant
